ENTITY ID | FRIENDLY NAME
sensor.22101316ug_total_tx_gb | 22101316UG Total Tx GB
automation.bett_licht_aus_nach_20s_ohne_bewegung | Bett – Licht aus nach 20s ohne Bewegung
automation.schlafen_licht_aus_ohne_wecker | Schlafen Licht aus ohne Wecker
automation.neue_automation_2 | Schlafen Licht aus 
device_tracker.drivedot_7735_1a22 | Unknown
sensor.drivedot_7735_1a22_signalstarke | Signalstärke
sensor.drivedot_7735_1a22_leistung | Leistung
sensor.drivedot_7735_1a22_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_7735_1a22_hersteller | Hersteller
automation.bad_licht_an | Bad Licht an
automation.bad_aus | Bad aus
automation.wohnzimmer_licht_an_nach_sonnenuntergang | Wohnzimmer Licht an Nach Sonnenuntergang
binary_sensor.kiffzimmer_lichtstreifen_cloud_verbindung | Cloud-Verbindung
binary_sensor.kiffzimmer_lichtstreifen_uberhitzt | Überhitzt
button.kiffzimmer_lichtstreifen_neu_starten | Neu starten
light.kiffzimmer_lichtstreifen | Unknown
select.kiffzimmer_lichtstreifen_lichtvoreinstellung | Lichtvoreinstellung
sensor.kiffzimmer_lichtstreifen_signalpegel | Signalpegel
sensor.kiffzimmer_lichtstreifen_signalstarke | Signalstärke
sensor.kiffzimmer_lichtstreifen_ssid | SSID
sensor.kiffzimmer_lichtstreifen_gerateuhrzeit | Geräteuhrzeit
switch.kiffzimmer_lichtstreifen_automatisches_update_aktiviert | Automatisches Update aktiviert
switch.kiffzimmer_lichtstreifen_fliessende_ubergange | Fließende Übergänge
sensor.tze284_iadro9bf_ts0601_rssi_2 | RSSI
sensor.tze284_iadro9bf_ts0601_lqi_2 | LQI
update.schlafzimmer_prasenzsensor_firmware | Firmware
device_tracker.care_ebf7 | Unknown
sensor.care_ebf7_signalstarke | Signalstärke
sensor.care_ebf7_leistung | Leistung
sensor.care_ebf7_geschatzte_entfernung | Geschätzte Entfernung
sensor.care_ebf7_hersteller | Hersteller
binary_sensor.zbeacon_ts0203 | Unknown
button.zbeacon_ts0203_identifizieren | Identifizieren
sensor.zbeacon_ts0203_batterie | Batterie
sensor.zbeacon_ts0203_rssi | RSSI
sensor.zbeacon_ts0203_lqi | LQI
update.zbeacon_ts0203_firmware | Firmware
binary_sensor.motion_sensor_kuche_bewegung | Bewegung
binary_sensor.motion_sensor_bad_bewegung | Bewegung
binary_sensor.redmi_note_12_pro_5g_anwesenheit | Anwesenheit
binary_sensor.aqara_door_and_window_sensor_tur | Tür
binary_sensor.clt_l09_anwesenheit | Anwesenheit
binary_sensor.aqara_door_and_window_sensor_tur_2 | Tür
binary_sensor.aqara_water_leak_sensor_feuchte | Feuchte
event.aqara_wireless_mini_switch_main | main
light.bad_2 | Unknown
light.buffet_licht | Unknown
light.kleiderschrank_2 | Unknown
light.bett_licht_2 | Unknown
light.kitchen_furniture | Unknown
light.kuche_brine_1 | Unknown
light.kuche_birne_2_2 | Unknown
light.smart_device | Unknown
light.bad_birne | Unknown
light.computer_licht_2 | Unknown
sensor.motion_sensor_kuche_batterie | Batterie
sensor.motion_sensor_kuche_temperatur | Temperatur
sensor.motion_sensor_bad_batterie | Batterie
sensor.motion_sensor_bad_temperatur | Temperatur
sensor.aqara_door_and_window_sensor_batterie | Batterie
sensor.aqara_door_and_window_sensor_batterie_2 | Batterie
sensor.aqara_wireless_mini_switch_batterie | Batterie
sensor.aqara_water_leak_sensor_batterie | Batterie
switch.growbox_2 | Unknown
switch.computer_rollladen_zu | Unknown
switch.aktivkohle | Unknown
switch.stern | Unknown
update.motion_sensor_kuche_firmware | Firmware
update.aqara_hub_e1_firmware | Firmware
update.motion_sensor_bad_firmware | Firmware
update.aqara_door_and_window_sensor_firmware | Firmware
update.aqara_door_and_window_sensor_firmware_2 | Firmware
update.aqara_wireless_mini_switch_firmware | Firmware
update.matter_bridge_firmware | Firmware
update.aqara_water_leak_sensor_firmware | Firmware
binary_sensor.zbeacon_ts0203_2 | Unknown
button.zbeacon_ts0203_identifizieren_2 | Identifizieren
sensor.zbeacon_ts0203_batterie_2 | Batterie
sensor.zbeacon_ts0203_rssi_2 | RSSI
sensor.zbeacon_ts0203_lqi_2 | LQI
update.zbeacon_ts0203_firmware_2 | Firmware
automation.wohnzimmer_abend_licht_an | Wohnzimmer - Abend Licht an
automation.kuche_licht_ein | Küche Licht ein
automation.kiffzimmer_licht_an | Kiffzimmer Licht an
automation.kiffzimmer_licht_aus | Kiffzimmer Licht aus
device_tracker.tapo_smartplug_3 | Tapo-SmartPlug
switch.tapo_smartplug_internet_access_3 | Tapo-SmartPlug Internet Access
binary_sensor.kiffzimmer_aktivkohlefilter_cloud_verbindung | Cloud-Verbindung
binary_sensor.kiffzimmer_aktivkohlefilter_uberhitzt | Überhitzt
button.kiffzimmer_aktivkohlefilter_neu_starten | Neu starten
sensor.kiffzimmer_aktivkohlefilter_signalpegel | Signalpegel
sensor.kiffzimmer_aktivkohlefilter_signalstarke | Signalstärke
sensor.kiffzimmer_aktivkohlefilter_ssid | SSID
sensor.kiffzimmer_aktivkohlefilter_ein_seit | Ein seit
sensor.kiffzimmer_aktivkohlefilter_gerateuhrzeit | Geräteuhrzeit
switch.kiffzimmer_aktivkohlefilter | Unknown
switch.kiffzimmer_aktivkohlefilter_led | LED
binary_sensor.zigbee2mqtt_aktiv | Aktiv
sensor.zigbee2mqtt_version | Version
sensor.zigbee2mqtt_neueste_version | Neueste Version
sensor.zigbee2mqtt_cpu_prozent | CPU Prozent
sensor.zigbee2mqtt_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
update.zigbee2mqtt_update | Update
sensor.growbox_energie | Energie
sensor.growbox_energiedifferenz | Energiedifferenz
zone.haus | Haus
automation.rollladen_zu | Rollladen zu Sonnenuntergang
conversation.claude_conversation_2 | Unknown
person.claude | claude
script.sb_siren_lights_loop | SB – Sirenen-Licht Loop
script.sb_alexa_alarm_sound_loop | SB – Alexa Alarm-Sound Loop
automation.sb_webhook_autorisierung_via_alexa_skill | SB – Webhook: Autorisierung via Alexa Skill
automation.sb_challenge_bei_turoffnung_abwesenheit | SB – Challenge bei Türöffnung (Abwesenheit)
automation.sb_reminder_nach_15s_ohne_autorisierung | SB – Reminder nach 15s ohne Autorisierung
automation.sb_access_granted_autorisierung_erhalten | SB – Access Granted (Autorisierung erhalten)
automation.sb_alarm_auto_stop_nach_60s | SB – Alarm Auto-Stop nach 60s
sensor.temperature_humidity_sensor_2_batterie | Batterie
sensor.temperature_humidity_sensor_2_luftfeuchtigkeit | Luftfeuchtigkeit
sensor.temperature_humidity_sensor_2_temperatur | Temperatur
switch.matter_server | Unknown
switch.duck_dns | Unknown
switch.file_editor | Unknown
switch.mariadb | Unknown
switch.samba_share | Unknown
switch.advanced_ssh_web_terminal | Unknown
switch.mosquitto_broker | Unknown
switch.spotify_connect | Unknown
switch.adguard_home | Unknown
switch.grafana | Unknown
switch.appdaemon | Unknown
switch.wireguard | Unknown
switch.sqlite_web | Unknown
switch.plex_media_server | Unknown
switch.music_assistant_server | Unknown
switch.glances | Unknown
switch.grocy | Unknown
switch.node_red | Unknown
switch.get_hacs | Unknown
switch.openthread_border_router | Unknown
switch.zigbee2mqtt | Unknown
sensor.fritz_box_6690_cable_cpu_temperatur | CPU-Temperatur
input_number.pos_computer | Rollladen Computer Position
input_number.pos_kuche | Rollladen Küche Position
input_number.pos_yoga | Rollladen Yoga Position
input_number.pos_schlafen | Rollladen Schlafzimmer Position
automation.sicherheit_turalarm_bei_abwesenheit | Sicherheit – Türalarm bei Abwesenheit
automation.szene_filmabend_automatisch | Szene – Filmabend automatisch
automation.growbox_klima_automation | Growbox – Klima Automation
automation.klima_heizung_nachtabsenkung_22_00_05_00 | Klima – Heizung Nachtabsenkung (22:00-05:00)
automation.licht_szenen_zeitgesteuert | Licht – Szenen zeitgesteuert
automation.cover_re_kalibrierung_taglich_03_00 | Cover – Re-Kalibrierung (täglich 03:00)
device_tracker.care_7f92 | Unknown
sensor.care_7f92_signalstarke | Signalstärke
sensor.care_7f92_leistung | Leistung
sensor.care_7f92_geschatzte_entfernung | Geschätzte Entfernung
sensor.care_7f92_hersteller | Hersteller
device_tracker.care_a776 | Unknown
sensor.care_a776_signalstarke | Signalstärke
sensor.care_a776_leistung | Leistung
sensor.care_a776_geschatzte_entfernung | Geschätzte Entfernung
sensor.care_a776_hersteller | Hersteller
device_tracker.care_65e8 | Unknown
sensor.care_65e8_signalstarke | Signalstärke
sensor.care_65e8_leistung | Leistung
sensor.care_65e8_geschatzte_entfernung | Geschätzte Entfernung
sensor.care_65e8_hersteller | Hersteller
script.test_cover_stop_switch | Test: Cover Stop via Switch Toggle
automation.bettlicht_ein | Bettlicht ein
device_tracker.care_ead8 | Unknown
sensor.care_ead8_signalstarke | Signalstärke
sensor.care_ead8_leistung | Leistung
sensor.care_ead8_geschatzte_entfernung | Geschätzte Entfernung
sensor.care_ead8_hersteller | Hersteller
device_tracker.care_1f55 | Unknown
sensor.care_1f55_signalstarke | Signalstärke
sensor.care_1f55_leistung | Leistung
sensor.care_1f55_geschatzte_entfernung | Geschätzte Entfernung
sensor.care_1f55_hersteller | Hersteller
script.notify_all | Notify All Devices
script.lights_bedtime | Bedtime Light Scene
script.all_lights_off | Turn Off All Lights
script.all_covers_open | Open All Covers
script.all_covers_close | Close All Covers
script.check_ventilation_conditions | Check Ventilation Conditions
script.light_toggle_with_brightness | Toggle Light with Smart Brightness
input_boolean.heizung_eco_mode | Heizung Eco-Modus
input_boolean.heizung_winter_mode | Heizung Winter-Modus
input_number.heizung_solltemperatur_komfort | Heizung Komfort-Temperatur
input_number.heizung_solltemperatur_eco | Heizung Eco-Temperatur
input_number.heizung_solltemperatur_nacht | Heizung Nacht-Temperatur
automation.energie_heizung_aus_bei_18_c_au_entemperatur | Energie – Heizung aus bei >18°C Außentemperatur
automation.energie_nachtabsenkung_22_00_06_00 | Energie – Nachtabsenkung (22:00-06:00)
automation.energie_heizung_aus_bei_fenster_t_r_offen | Energie ??? Heizung aus bei Fenster/T??r offen
switch.fritz_box_6690_cable_port_forward_duckdns | FRITZ!Box 6690 Cable Port forward DuckDNS
script.ai_create_automation | AI: Automation anlegen
script.ai_update_automation | AI: Automation aktualisieren
script.ai_delete_automation | AI: Automation löschen
script.ai_trigger_automation | AI: Automation triggern
update.alexa_media_player_update | Alexa Media Player update
automation.energie_heizung_aus_bei_18_c_au_entemperatur_2 | Energie Heizung aus bei >18??C Au??entemperatur
automation.energie_heizung_aus_bei_18_c_au_entemperatur_3 | Energie Heizung aus bei >18??C Au??entemperatur
automation.offne_rollladen | Öffne Rollladen
automation.halb_offen | Rollladen halb offen bei Sonnenaufgang
automation.steckdose_temperatursteuerung_25degc_an | Steckdose Temperatursteuerung (< 25°C = AN)
automation.bett_licht_an | Bett Licht an
automation.energie_heizung_automatisch_bei_fenster | Energie – Heizung automatisch bei Fenster
automation.energie_licht_aus_bei_helligkeit_400_lux | Energie – Licht aus bei Helligkeit >400 lux
automation.bett_licht_an_2 | Bett Licht an 
automation.mutterpflanze_heizung_an | Mutterpflanze Heizung an
automation.muitterpflanze_heizung_aus | Muitterpflanze Heizung aus
automation.wartung_wochentliches_auto_update | Wartung - Wöchentliches Auto-Update
binary_sensor.tailscale_aktiv | Aktiv
sensor.tailscale_version | Version
sensor.tailscale_neueste_version | Neueste Version
sensor.tailscale_cpu_prozent | CPU Prozent
sensor.tailscale_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
switch.tailscale | Unknown
update.tailscale_update | Update
switch.alexa_media_player_pre_release | Pre-release
automation.rollladen_alle_auf_sonnenaufgang | Rollladen alle auf Sonnenaufgang
automation.bett_licht_an_3 | Bett Licht an
event.bthome_sensor_b922_button | Button
device_tracker.pc_192_168_178_73 | PC-192-168-178-73
switch.pc_192_168_178_73_internet_access | PC-192-168-178-73 Internet Access
automation.zelt_26degc | Zelt 26°C
automation.neue_automation_3 | Neue Automation
automation.bad_licht_an_2 | Bad Licht an
automation.schlafzimmer_licht_an | Schlafzimmer Licht an
automation.schlafen_licht_aus | Schlafen Licht aus
automation.schlafen_rolladen_zu | Schlafen Rolladen zu
device_tracker.esp32_cf1e54 | esp32-CF1E54
switch.esp32_cf1e54_internet_access | esp32-CF1E54 Internet Access
automation.65_humidity | >65% Humidity
automation.75_humidity | <70% Humidity
automation.heizlufter_aus | Heizlüfter aus
automation.heizlufter_ein | Heizlüfter ein
automation.pflanzen_giessen_jetzt | Pflanzen gießen JETZT
automation.genug_gegossen | Genug gegossen
automation.arbeiten_morgens_heizen | Arbeiten Morgens Heizen
automation.heizung_aus_07_00_arbeit | Heizung aus 07:00 Arbeit
automation.heizung_an_wenn_ich_nach_hause_komme | Heizung an, wenn ich nach Hause komme
button.ugreen_wake_on_lan | DH2300-4AA4REID Wake on LAN
device_tracker.ugreen | DH2300-4AA4REID
switch.ugreen_internet_access | DH2300-4AA4REID Internet Access
device_tracker.care_776f | Unknown
sensor.care_776f_signalstarke | Signalstärke
sensor.care_776f_leistung | Leistung
sensor.care_776f_geschatzte_entfernung | Geschätzte Entfernung
sensor.care_776f_hersteller | Hersteller
device_tracker.pc_84_28_59_f3_eb_2e | 192-168-178-55
switch.pc_84_28_59_f3_eb_2e_internet_access | 192-168-178-55 Internet Access
script.ambient_feuerlicht_warm_flicker_2 | Ambient Feuerlicht Warm Flicker
automation.ventilator_an_22degc | Ventilator an 22°C
automation.bett_licht_an_4 | Bett Licht an
binary_sensor.heizlufter_steckdose_problem | Problem
binary_sensor.human_presence_detector_bewegung | Bewegung
binary_sensor.human_presence_detector_2_bewegung | Bewegung
cover.rollladen_computer_vorhang | Vorhang
cover.yoga_blind_vorhang | Vorhang
cover.kuche_blind_vorhang | Vorhang
cover.schlafen_blind_vorhang | Vorhang
fan.dc_fan_lamp | Unknown
fan.ceiling_fan_with_light | Unknown
light.dc_fan_lamp | Unknown
light.rollladen_computer_hintergrundbeleuchtung | Hintergrundbeleuchtung
light.ceiling_fan_with_light | Unknown
light.yoga_blind_hintergrundbeleuchtung | Hintergrundbeleuchtung
light.kuche_blind_hintergrundbeleuchtung | Hintergrundbeleuchtung
light.schlafen_blind_hintergrundbeleuchtung | Hintergrundbeleuchtung
select.ceiling_fan_with_light_countdown | Countdown
select.t34_smart_plug_verhalten_beim_einschalten | Verhalten beim Einschalten
select.t34_smart_plug_verhalten_beim_einschalten_2 | Verhalten beim Einschalten
sensor.t34_smart_plug_stromstarke | Stromstärke
sensor.t34_smart_plug_leistung | Leistung
sensor.t34_smart_plug_spannung | Spannung
sensor.computer_energie_gesamt | Energie gesamt
sensor.temperature_humidity_sensor_temperatur | Temperatur
sensor.temperature_humidity_sensor_luftfeuchtigkeit | Luftfeuchtigkeit
sensor.temperature_humidity_sensor_batterie | Batterie
sensor.temperature_and_humidity_sensor_temperatur | Temperatur
sensor.temperature_and_humidity_sensor_luftfeuchtigkeit | Luftfeuchtigkeit
sensor.temperature_and_humidity_sensor_batterie | Batterie
switch.t34_smart_plug_schalter_1 | Schalter 1
switch.t34_smart_plug_schalter_1_2 | Schalter 1
input_text.ai_automation_json | AI Automation JSON
binary_sensor.motion_sensor_schlafen_bewegung | Bewegung
sensor.motion_sensor_schlafen_batterie | Batterie
sensor.motion_sensor_schlafen_temperatur | Temperatur
update.motion_sensor_schlafen_firmware | Firmware
switch.fritz_box_6690_cable_port_forward_reidhomeassistant | FRITZ!Box 6690 Cable Port forward reidhomeassistant
binary_sensor.git_pull_aktiv | Aktiv
sensor.git_pull_version | Version
sensor.git_pull_neueste_version | Neueste Version
sensor.git_pull_cpu_prozent | CPU Prozent
sensor.git_pull_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
switch.git_pull | Unknown
update.git_pull_update | Update
script.guten_morgen | Guten Morgen
script.gute_nacht | Gute Nacht
script.ich_gehe | Ich gehe
script.ich_bin_zuruck | Ich bin zurück
script.filmzeit | Filmzeit
script.party | Party
input_select.home_mode | Zuhause Modus
input_number.motion_timeout | Bewegungsmelder Timeout
input_boolean.movie_mode | Filmzeit
input_boolean.guest_mode | Gästemodus
input_boolean.vacation_mode | Urlaubsmodus
input_boolean.party_mode | Party-Modus
input_boolean.sleep_mode | Schlafmodus
input_boolean.away_mode | Abwesenheit
input_boolean.auto_lights_enabled | Automatische Beleuchtung
input_boolean.auto_shutters_enabled | Automatische Rollläden
input_boolean.auto_heating_enabled | Automatische Heizung
automation.morgen_aufwachen_werktag_05_00 | Morgen - Aufwachen Werktag (05:00)
automation.morgen_aufwachen_wochenende_10_00 | Morgen - Aufwachen Wochenende (10:00)
automation.rollladen_offnen_bei_sonnenaufgang | Rollläden - Öffnen bei Sonnenaufgang
automation.rollladen_schliessen_bei_sonnenuntergang_winter | Rollläden - Schließen bei Sonnenuntergang (Winter)
automation.rollladen_schliessen_bei_sonnenuntergang_fruhling | Rollläden - Schließen bei Sonnenuntergang (Frühling)
automation.rollladen_schliessen_bei_sonnenuntergang_sommer | Rollläden - Schließen bei Sonnenuntergang (Sommer)
automation.schlafzimmer_rollladen_schliessen_bei_schlaf | Schlafzimmer - Rollläden schließen bei Schlaf
automation.wohnzimmer_licht_bei_prasenz | Wohnzimmer - Licht bei Präsenz
automation.wohnzimmer_licht_aus_ohne_prasenz | Wohnzimmer - Licht aus ohne Präsenz
automation.kuche_licht_an_bei_bewegung | Küche - Licht an bei Bewegung
automation.kuche_licht_aus_ohne_bewegung | Küche - Licht aus ohne Bewegung
automation.bad_licht_an_bei_bewegung | Bad - Licht an bei Bewegung
automation.bad_licht_aus_ohne_bewegung | Bad - Licht aus ohne Bewegung
automation.heizung_komfort_bei_anwesenheit | Heizung - Komfort bei Anwesenheit
automation.heizung_eco_bei_abwesenheit | Heizung - Eco bei Abwesenheit
automation.heizung_nachtmodus | Heizung - Nachtmodus
automation.roborock_reinigung_an_werktagen_12_00 | Roborock - Reinigung an Werktagen (12:00)
automation.roborock_stopp_bei_heimkehr | Roborock - Stopp bei Heimkehr
automation.willkommen_licht_an_bei_heimkehr | Willkommen - Licht an bei Heimkehr
automation.abwesenheit_alles_aus | Abwesenheit - Alles aus
automation.schlafmodus_aktivieren | Schlafmodus - Aktivieren
automation.filmzeit_aktivieren | Filmzeit - Aktivieren
automation.filmzeit_deaktivieren | Filmzeit - Deaktivieren
automation.gastemodus_langere_timeouts | Gästemodus - Längere Timeouts
automation.sonnenschutz_rollladen_bei_hitze | Sonnenschutz - Rollläden bei Hitze
automation.urlaub_anwesenheitssimulation | Urlaub - Anwesenheitssimulation
automation.sicherheit_bewegung_bei_abwesenheit | Sicherheit - Bewegung bei Abwesenheit
automation.sicherheit_tur_geoffnet_bei_abwesenheit | Sicherheit - Tür geöffnet bei Abwesenheit
